original_index,est_idx,est_end_idx,start,end
128,2230631.0,2231734.0,368.84,369.38
129,2232223.0,2233347.0,369.61,370.16
131,2233429.0,2233885.0,370.2,370.43
132,2233887.0,2235301.0,370.431,371.1140425531914
133,2238183.0,2239429.0,372.53,373.13
134,2240759.0,2240993.0,373.78,373.902340425532
135,2240986.0,2241146.0,373.89908510638304,373.9782978723407
136,2241165.0,2241516.0,373.9878085106385,374.1497872340429
138,2241548.0,2241772.0,374.1656808510641,374.2746808510641
139,2241870.0,2242887.0,374.331,374.83
140,2242889.0,2244220.0,374.831,375.48
141,2244687.0,2245753.0,375.7,376.22
142,2245896.0,2247182.0,376.29,376.91
144,2247184.0,2247332.0,376.911,377.0
145,2247334.0,2248185.0,377.001,377.4
146,2248187.0,2249148.0,377.401,377.87
147,2249604.0,2250259.0,378.1,378.43
148,2250262.0,2250850.0,378.431,378.71
149,2250852.0,2251195.0,378.711,378.87
150,2251216.0,2251733.0,378.88,379.1417021276596
151,2251726.0,2251873.0,379.1384468085108,379.21
152,2251875.0,2252181.0,379.211,379.36
154,2252183.0,2252639.0,379.361,379.5755319148938
155,2252669.0,2252963.0,379.5999361702128,379.7429787234042
156,2252952.0,2253198.0,379.737595744681,379.856595744681
157,2263626.0,2264628.0,384.9425531914893,385.4325531914893
158,2267776.0,2268609.0,386.97,387.3946808510638
159,2268619.0,2268811.0,387.3999361702129,387.49361702127663
160,2268826.0,2269106.0,387.501,387.62
161,2269109.0,2269926.0,387.621,388.02
162,2269924.0,2270842.0,388.0188723404256,388.4678723404256
163,2271298.0,2271620.0,388.7,388.84
164,2271623.0,2271870.0,388.8414893617023,388.97
165,2271872.0,2272245.0,388.971,389.15297872340415
166,2272247.0,2272417.0,389.1539787234044,389.2282978723405
167,2272441.0,2272645.0,389.24,389.34
168,2272647.0,2273200.0,389.341,389.62
169,2273205.0,2273378.0,389.6221276595746,389.698936170213
170,2273384.0,2273780.0,389.7020638297874,389.9038297872342
171,2273769.0,2274824.0,389.8984468085107,390.412340425532
172,2275058.0,2275418.0,390.52765957446826,390.694680851064
174,2275449.0,2275722.0,390.71,390.8440425531916
175,2275724.0,2275877.0,390.8450425531917,390.9451063829788
176,2275879.0,2276664.0,390.9461063829788,391.3051063829788
177,2276666.0,2276899.0,391.3061063829789,391.42702127659607
178,2276909.0,2277036.0,391.4322765957449,391.4938297872342
179,2277059.0,2278103.0,391.50546808510654,392.01446808510656
180,2278156.0,2278299.0,392.041,392.11
181,2278301.0,2278670.0,392.111,392.3004255319149
182,2279136.0,2279850.0,392.52,392.86
183,2288124.0,2289390.0,396.92,397.53
184,2289393.0,2289575.0,397.531,397.61957446808526
185,2289568.0,2289723.0,397.6163191489366,397.7006382978728
186,2289825.0,2290078.0,397.7505744680855,397.8721276595748
187,2290085.0,2290558.0,397.8752553191488,398.1004255319148
188,2290568.0,2290907.0,398.1056808510639,398.2800000000001
189,2291767.0,2291974.0,398.69,398.8
190,2291976.0,2292897.0,398.801,399.25
191,2293750.0,2294323.0,399.66,399.93
192,2294467.0,2295263.0,400.01,400.39
193,2295265.0,2295511.0,400.391,400.52
194,2295513.0,2296063.0,400.521,400.78
195,2296065.0,2297023.0,400.781,401.25
196,2297146.0,2297866.0,401.31,401.67
198,2297868.0,2298435.0,401.671,401.94
199,2298437.0,2298601.0,401.941,402.03
200,2298603.0,2299276.0,402.031,402.35
201,2299278.0,2299545.0,402.351,402.49
202,2299547.0,2300685.0,402.491,403.03
203,2301613.0,2301861.0,403.5,403.6217021276598
204,2301861.0,2302084.0,403.6217021276598,403.7217021276598
205,2302080.0,2302244.0,403.72,403.8
206,2302246.0,2303295.0,403.801,404.33
207,2306732.0,2307242.0,406.001,406.25
208,2307244.0,2307914.0,406.251,406.58
209,2307916.0,2308054.0,406.581,406.63
210,2308056.0,2308445.0,406.631,406.83
211,2308484.0,2308713.0,406.8487234042554,406.9600000000001
212,2308724.0,2308866.0,406.965255319149,407.043829787234
213,2309871.0,2310678.0,407.5348936170213,407.9200000000001
215,2310697.0,2311344.0,407.9295106382981,408.2548936170214
216,2311939.0,2312449.0,408.5276595744681,408.7776595744681
217,2312449.0,2313479.0,408.7776595744681,409.2808510638297
218,2314886.0,2316176.0,409.9765957446809,410.6138297872339
219,2316179.0,2316625.0,410.61531914893646,410.82553191489353
220,2316645.0,2317329.0,410.8350425531916,411.1612765957447
221,2317954.0,2319828.0,411.4744680851064,412.372340425532
222,2320363.0,2320793.0,412.66,412.86170212765967
223,2320813.0,2321606.0,412.87121276595735,413.2502127659573
224,2321599.0,2322293.0,413.24695744680855,413.58595744680855
225,2322313.0,2322454.0,413.5954680851064,413.6644680851064
226,2322456.0,2323274.0,413.6654680851064,414.0744680851065
227,2325271.0,2325627.0,415.0478723404256,415.2310638297875
229,2325627.0,2325950.0,415.2310638297875,415.3810638297875
230,2325952.0,2326204.0,415.3821276595747,415.50531914893634
231,2326202.0,2326829.0,415.50419148936186,415.79319148936185
232,2326857.0,2327168.0,415.8069574468086,415.9759574468086
233,2327289.0,2327470.0,416.03446808510654,416.1144680851065
234,2327476.0,2327980.0,416.117595744681,416.3721276595747
236,2327982.0,2329229.0,416.3731276595748,416.9821276595748
237,2329218.0,2329507.0,416.97674468085125,417.1087234042554
238,2329548.0,2330653.0,417.1287234042555,417.67
239,2331878.0,2332241.0,418.268085106383,418.438085106383
241,2332309.0,2333599.0,418.471,419.11
242,2334218.0,2335584.0,419.42,420.07
243,2335586.0,2336081.0,420.071,420.33
244,2336478.0,2338010.0,420.5059574468085,421.2634042553192
245,2338445.0,2339866.0,421.4846808510639,422.1697872340425
246,2339890.0,2341055.0,422.18142553191495,422.75042553191497
247,2342213.0,2342361.0,423.31744680851074,423.3974468085107
249,2342385.0,2342688.0,423.40908510638303,423.55808510638303
250,2342716.0,2343368.0,423.57185106382985,423.8808510638298
251,2343392.0,2345470.0,423.901,424.9
252,2345472.0,2345963.0,424.901,425.15
253,2345965.0,2346233.0,425.151,425.28
254,2346235.0,2346507.0,425.281,425.4068085106384
255,2346518.0,2346680.0,425.4120638297873,425.4910638297873
256,2346723.0,2347560.0,425.5112127659576,425.9202127659576
257,2347624.0,2348153.0,425.951,426.22
258,2348156.0,2348666.0,426.221,426.46
259,2348668.0,2349877.0,426.461,427.07
260,2349879.0,2350324.0,427.071,427.28
261,2350714.0,2350911.0,427.4617021276596,427.55744680851086
262,2350902.0,2351385.0,427.553191489362,427.79787234042607
263,2351385.0,2351553.0,427.79787234042607,427.8808510638305
264,2351561.0,2351917.0,427.88468085106416,428.05
265,2351919.0,2352765.0,428.051,428.4638297872341
266,2352780.0,2354111.0,428.47121276595743,429.12021276595743
267,2354118.0,2354466.0,429.123340425532,429.302340425532
268,2354470.0,2354570.0,429.30546808510655,429.3544680851065
269,2354624.0,2355359.0,429.381,429.74
270,2362808.0,2363015.0,433.3780851063831,433.48808510638304
271,2363116.0,2363502.0,433.521,433.7168085106383
272,2363508.0,2363693.0,433.7199361702129,433.8108510638297
273,2363735.0,2364102.0,433.831,434.00170212765966
274,2364121.0,2364735.0,434.0112127659576,434.3202127659576
275,2364799.0,2365755.0,434.351,434.8
276,2365757.0,2366194.0,434.801,435.04
277,2366300.0,2368227.0,435.0914893617021,436.0170212765957
278,2368462.0,2369240.0,436.1325531914894,436.51212765957456
279,2372664.0,2373050.0,438.1934042553193,438.3646808510642
280,2373050.0,2373373.0,438.3646808510642,438.53063829787294
282,2373373.0,2373627.0,438.53063829787294,438.6540425531922
283,2373627.0,2374254.0,438.6540425531922,438.9689361702135
284,2374237.0,2374361.0,438.9604255319156,439.0136170212776
285,2374361.0,2374717.0,439.0136170212776,439.18702127659657
286,2374801.0,2375973.0,439.221,439.81
287,2375975.0,2376277.0,439.811,439.9589361702129
288,2376293.0,2377660.0,439.9663191489362,440.62531914893617
289,2378346.0,2379760.0,440.97,441.65
290,2379762.0,2380225.0,441.651,441.87
291,2380227.0,2380618.0,441.871,442.07
292,2380620.0,2382279.0,442.071,442.89
293,2384115.0,2386351.0,443.7702127659575,444.8617021276594
294,2387041.0,2387942.0,445.1987234042555,445.64872340425546
295,2397033.0,2397500.0,450.09,450.31
296,2398628.0,2398945.0,450.86,451.0231914893619
297,2398960.0,2399144.0,451.0305744680852,451.1195744680852
298,2399224.0,2399532.0,451.1588723404256,451.3019148936172
299,2399521.0,2399642.0,451.2965319148938,451.35553191489385
300,2399796.0,2401040.0,451.431,452.03
301,2401042.0,2401780.0,452.031,452.4
302,2401782.0,2402845.0,452.401,452.92
303,2406390.0,2407143.0,454.66,455.02
304,2407778.0,2408434.0,455.33,455.66
306,2408436.0,2408863.0,455.661,455.86
307,2408865.0,2409708.0,455.861,456.28
308,2409710.0,2410185.0,456.281,456.5051063829788
309,2410200.0,2410569.0,456.5124893617022,456.70148936170216
310,2412117.0,2413346.0,457.45,458.05
311,2413916.0,2414321.0,458.32978723404256,458.5265957446809
312,2414349.0,2414880.0,458.54,458.79
313,2415293.0,2416130.0,459.0,459.41
314,2416132.0,2416530.0,459.411,459.5974468085108
315,2416558.0,2416726.0,459.61121276595753,459.7102127659575
316,2416750.0,2417584.0,459.7218510638299,460.1108510638299
317,2419372.0,2419976.0,461.01,461.28
319,2419978.0,2420661.0,461.281,461.6153191489362
320,2420676.0,2421395.0,461.6227021276596,461.9817021276596
321,2486862.0,2487220.0,493.9382978723404,494.122340425532
322,2487220.0,2487918.0,494.122340425532,494.454255319149
323,2487918.0,2488245.0,494.454255319149,494.6223404255321
324,2488245.0,2488402.0,494.6223404255321,494.6989361702131
325,2488402.0,2488721.0,494.6989361702131,494.8468085106388
326,2488721.0,2489447.0,494.8468085106388,495.21063829787306
327,2489447.0,2490422.0,495.21063829787306,495.6861702127666
328,2490422.0,2491464.0,495.6861702127666,496.19574468085176
329,2492938.0,2494229.0,496.9065957446809,497.5544680851064
330,2492938.0,2494229.0,496.9065957446809,497.5544680851064
331,2496412.0,2496802.0,498.61255319148944,498.7942553191489
332,2496795.0,2497534.0,498.791,499.1604255319148
334,2497553.0,2498679.0,499.17,499.72
335,2501270.0,2501989.0,500.9787234042554,501.3287234042554
337,2502035.0,2503079.0,501.351,501.86
338,2507042.0,2508379.0,503.7963829787234,504.45
339,2508521.0,2508748.0,504.52,504.64
340,2508750.0,2508934.0,504.641,504.73
341,2508936.0,2509216.0,504.731,504.8510638297874
342,2509227.0,2510006.0,504.8563191489362,505.2353191489362
343,2510267.0,2510548.0,505.38,505.51
344,2510550.0,2510835.0,505.511,505.6589361702128
345,2510846.0,2511215.0,505.66419148936177,505.84319148936174
347,2511737.0,2512781.0,506.1,506.6095744680852
348,2512796.0,2513198.0,506.6169574468086,506.7959574468086
349,2513234.0,2513475.0,506.831,506.94
350,2513477.0,2514316.0,506.941,507.36
351,2515048.0,2515922.0,507.7165957446808,508.1265957446808
352,2515922.0,2517561.0,508.1265957446808,508.93510638297846
353,2517634.0,2518222.0,508.971,509.25
354,2518224.0,2518837.0,509.251,509.56
355,2518839.0,2519576.0,509.561,509.92
356,2519984.0,2520494.0,510.11,510.36
357,2520496.0,2520907.0,510.361,510.57085106383
358,2520909.0,2521070.0,510.5718510638297,510.6408510638297
359,2521089.0,2522049.0,510.6503617021278,511.1193617021278
360,2522516.0,2523609.0,511.3485106382978,511.8899999999997
361,2523703.0,2523909.0,511.93595744680863,512.0378723404256
362,2523916.0,2524273.0,512.041,512.223404255319
363,2524297.0,2524968.0,512.2350425531916,512.5540425531916
364,2525529.0,2526781.0,512.82,513.44
365,2526783.0,2527065.0,513.441,513.58
366,2527067.0,2527294.0,513.581,513.7
367,2527296.0,2527869.0,513.701,513.97
368,2527871.0,2528212.0,513.971,514.14
369,2528214.0,2528402.0,514.141,514.24
370,2528404.0,2529237.0,514.241,514.64
371,2529830.0,2530301.0,514.93,515.16
373,2530303.0,2530709.0,515.161,515.35
374,2530711.0,2531156.0,515.351,515.56
375,2531163.0,2531491.0,515.5631276595745,515.7321276595745
376,2531488.0,2532307.0,515.731,516.14
377,2532309.0,2532902.0,516.141,516.43
378,2533658.0,2534865.0,516.79,517.38
379,2534867.0,2535352.0,517.381,517.61
380,2535354.0,2536342.0,517.611,518.11
381,2537462.0,2537707.0,518.64,518.77
382,2537709.0,2538734.0,518.771,519.27
383,2539299.0,2539669.0,519.5378723404255,519.7278723404255
384,2539675.0,2540141.0,519.731,519.95
385,2540143.0,2540392.0,519.951,520.09
386,2540395.0,2541885.0,520.091,520.81
387,2542174.0,2542288.0,520.9519148936172,521.0153191489361
388,2542295.0,2542780.0,521.0184468085107,521.2474468085106
390,2542869.0,2543580.0,521.291,521.63
391,2543578.0,2544085.0,521.6288723404257,521.8848936170215
392,2544088.0,2544233.0,521.8861702127662,521.9561702127661
393,2544252.0,2544656.0,521.9656808510639,522.154680851064
394,2544684.0,2545052.0,522.1684468085106,522.3574468085105
395,2545067.0,2545702.0,522.3648297872338,522.6653191489359
396,2545695.0,2545772.0,522.6621276595743,522.7082978723402
397,2545772.0,2546045.0,522.7082978723402,522.8412765957446
398,2546045.0,2546401.0,522.8412765957446,523.0242553191488
399,2546401.0,2546605.0,523.0242553191488,523.1242553191488
400,2546694.0,2547762.0,523.1676595744682,523.6887234042555
401,2549457.0,2550073.0,524.5,524.81
403,2550075.0,2550621.0,524.811,525.07
404,2550623.0,2550673.0,525.071,525.11
405,2552887.0,2553074.0,526.1748297872341,526.2768085106384
406,2553078.0,2553314.0,526.278936170213,526.3927659574468
407,2553349.0,2553944.0,526.41,526.6923404255316
408,2553931.0,2554229.0,526.6951063829782,526.84
409,2554231.0,2554819.0,526.841,527.12
410,2554821.0,2554921.0,527.121,527.17
411,2554923.0,2555225.0,527.171,527.3274468085108
412,2555219.0,2555685.0,527.3241914893616,527.5431914893617
413,2555727.0,2557057.0,527.5633404255317,528.2223404255317
414,2557704.0,2557976.0,528.53,528.6787234042552
415,2557991.0,2558140.0,528.6861063829784,528.75
416,2558142.0,2558652.0,528.751,529.01
417,2558654.0,2559185.0,529.011,529.27
418,2559262.0,2561307.0,529.3,530.2980851063829
419,2561717.0,2561922.0,530.49,530.59
420,2561922.0,2562167.0,530.59,530.7102127659571
422,2562164.0,2562502.0,530.708723404255,530.881702127659
423,2562526.0,2563279.0,530.8933404255318,531.2523404255318
424,2563333.0,2563578.0,531.2788723404254,531.4078723404255
425,2563585.0,2563894.0,531.411,531.57
426,2563896.0,2564317.0,531.571,531.76
427,2564319.0,2564952.0,531.761,532.07
428,2565384.0,2565711.0,532.29,532.45
429,2565713.0,2565934.0,532.451,532.5502127659574
430,2565945.0,2566398.0,532.5554680851063,532.7844680851063
431,2566405.0,2566688.0,532.7875957446809,532.9270212765954
432,2566730.0,2567664.0,532.947170212766,533.386170212766
433,2567760.0,2568003.0,533.451,533.56
434,2568005.0,2568432.0,533.561,533.77
435,2569006.0,2570334.0,534.05,534.7
436,2570458.0,2570851.0,534.76,534.96
437,2570853.0,2572405.0,534.961,535.71
438,2572932.0,2573676.0,535.96,536.34
439,2573678.0,2574489.0,536.341,536.7280851063828
440,2574489.0,2577513.0,536.7280851063828,538.2068085106381
441,2579953.0,2580528.0,539.39,539.68
442,2581423.0,2582219.0,540.1165957446808,540.4965957446808
443,2582211.0,2582837.0,540.5103617021274,540.7993617021274
444,2582861.0,2583358.0,540.811,541.07
445,2583360.0,2583724.0,541.071,541.2402127659572
446,2583731.0,2583957.0,541.2433404255316,541.3448936170211
447,2583945.0,2584098.0,541.3395106382975,541.4138297872339
448,2584095.0,2584541.0,541.4127021276594,541.6223404255319
449,2584599.0,2585439.0,541.651,542.07
450,2589557.0,2590372.0,544.09,544.48
451,2590514.0,2591561.0,544.55,545.06
452,2592317.0,2592603.0,545.43,545.57
453,2592605.0,2592759.0,545.571,545.6374468085105
454,2592761.0,2593182.0,545.6385106382978,545.86
455,2593184.0,2593607.0,545.861,546.0599999999997
456,2593627.0,2593842.0,546.0695106382976,546.1836170212766
457,2593857.0,2594734.0,546.191,546.62
459,2594736.0,2595698.0,546.621,547.0899999999999
460,2596596.0,2597132.0,547.52,547.79
461,2597134.0,2598519.0,547.791,548.4597872340428
462,2599781.0,2600922.0,549.0756808510639,549.6410638297874
463,2610706.0,2610930.0,554.4131914893618,554.5231914893618
464,2610941.0,2611672.0,554.5284468085106,554.8774468085105
465,2611688.0,2612737.0,554.8933404255318,555.4053191489362
466,2615919.0,2616549.0,556.96,557.26
468,2616551.0,2617452.0,557.261,557.7
469,2617931.0,2618367.0,557.96,558.1565957446807
471,2618373.0,2618654.0,558.1597234042553,558.2887234042552
472,2618687.0,2619267.0,558.3051063829785,558.5951063829784
473,2619591.0,2620270.0,558.7459574468085,559.0859574468085
474,2620906.0,2622739.0,559.3878723404252,560.3
475,2623981.0,2624582.0,560.89,561.2
477,2624584.0,2625143.0,561.201,561.45
478,2625145.0,2625454.0,561.451,561.6180851063828
479,2625473.0,2625899.0,561.6275957446808,561.8265957446808
480,2625923.0,2626169.0,561.838234042553,561.9672340425531
481,2626197.0,2627321.0,561.981,562.53
482,2636306.0,2636451.0,566.9108510638295,566.9908510638295
483,2636475.0,2637207.0,567.0024893617019,567.351489361702
484,2639876.0,2640368.0,568.6644680851064,568.8944680851063
486,2640379.0,2640420.0,568.8997234042549,568.9365957446805
487,2640426.0,2641008.0,568.9397234042553,569.2087234042554
488,2641028.0,2641842.0,569.2182340425529,569.6072340425529
489,2650304.0,2650964.0,573.74,574.08
490,2654010.0,2654970.0,575.55,576.02
491,2654972.0,2656529.0,576.021,576.79
492,2657222.0,2658225.0,577.12,577.61
493,2658884.0,2660398.0,577.94,578.67
494,2661891.0,2662895.0,579.41,579.9
495,2667245.0,2667347.0,582.007234042553,582.0572340425531
496,2667340.0,2667438.0,582.0539787234039,582.1106382978719
497,2667451.0,2667613.0,582.117021276596,582.195744680851
498,2667613.0,2667820.0,582.1957446808515,582.3053191489364
499,2667813.0,2668090.0,582.3021276595741,582.42
500,2668092.0,2668725.0,582.421,582.7387234042552
501,2668731.0,2669264.0,582.7418510638294,582.9940425531911
502,2669281.0,2669824.0,583.0184468085105,583.2774468085105
503,2672177.0,2673185.0,584.4170212765957,584.91
505,2674847.0,2675196.0,585.7312765957446,585.9089361702128
507,2675338.0,2676201.0,585.961,586.3989361702129
508,2676190.0,2676591.0,586.3935531914892,586.5725531914892
509,2676636.0,2677065.0,586.6054680851063,586.8044680851064
510,2677071.0,2677473.0,586.8075957446806,587.003404255319
512,2677492.0,2677734.0,587.0129148936169,587.1419148936169
513,2680985.0,2681252.0,588.7280851063829,588.8580851063829
515,2681271.0,2681944.0,588.8675957446804,589.1965957446805
516,2682029.0,2683327.0,589.221,589.8717021276595
517,2684876.0,2685344.0,590.63,590.84
519,2685346.0,2685547.0,590.841,590.95
520,2685549.0,2686148.0,590.951,591.25
521,2686150.0,2686838.0,591.251,591.58
522,2687509.0,2688084.0,591.9063829787236,592.1968085106384
524,2688095.0,2688896.0,592.2021276595742,592.5931914893619
525,2689028.0,2689517.0,592.657659574468,592.8795744680853
526,2689523.0,2690156.0,592.8912127659574,593.2102127659574
527,2690259.0,2690999.0,593.241,593.6206382978723
528,2690997.0,2691752.0,593.6195106382979,593.9785106382982
529,2691750.0,2693043.0,593.9774468085106,594.62
530,2693063.0,2694863.0,594.63,595.5
531,2694901.0,2695660.0,595.5174468085106,595.8806382978725
532,2695711.0,2696022.0,595.9135531914894,596.0825531914894
533,2696168.0,2696392.0,596.1367446808509,596.255744680851
534,2696403.0,2696994.0,596.261,596.54
536,2696996.0,2697547.0,596.541,596.82
537,2697549.0,2697750.0,596.821,596.91
538,2697739.0,2699129.0,596.9046170212764,597.5836170212765
539,2722333.0,2722623.0,608.91,609.06
540,2722625.0,2723678.0,609.061,609.56
541,2724885.0,2725341.0,610.1482978723403,610.38
542,2725343.0,2726728.0,610.381,611.05
543,2726830.0,2727116.0,611.1,611.2468085106376
544,2727116.0,2727231.0,611.2468085106376,611.303191489361
545,2727231.0,2729369.0,611.303191489361,612.3489361702123
546,2727231.0,2729369.0,611.303191489361,612.3489361702123
547,2727231.0,2729369.0,611.303191489361,612.3489361702123
548,2729373.0,2729938.0,612.351,612.6180851063828
549,2729936.0,2730960.0,612.6169574468081,613.1338297872337
550,2731292.0,2733287.0,613.2868085106383,614.2542553191489
551,2733671.0,2734552.0,614.45,614.88
552,2734792.0,2736036.0,614.99,615.596808510638
553,2736047.0,2736706.0,615.6020638297867,615.9310638297868
554,2737456.0,2737788.0,616.3,616.461063829787
555,2737825.0,2738539.0,616.479085106383,616.828085106383
556,2738624.0,2739154.0,616.869574468085,617.119574468085
557,2739366.0,2739978.0,617.24,617.5395744680849
558,2740033.0,2740374.0,617.5661063829785,617.7151063829785
559,2740407.0,2740591.0,617.731,617.83
560,2740593.0,2741250.0,617.831,618.1423404255318
561,2741234.0,2741414.0,618.134829787234,618.223829787234
562,2741429.0,2742409.0,618.2312127659571,618.7102127659572
563,2742450.0,2742920.0,618.7303617021275,618.9693617021276
564,2743067.0,2743578.0,619.03,619.29
565,2743580.0,2744027.0,619.291,619.5
566,2744029.0,2744546.0,619.501,619.7540425531913
567,2744535.0,2744895.0,619.7486595744678,619.9319148936166
568,2745234.0,2746014.0,620.09,620.48
569,2746195.0,2747033.0,620.56,620.9780851063828
570,2747040.0,2747465.0,620.9812127659571,621.1802127659572
572,2747530.0,2748225.0,621.211,621.56
573,2748347.0,2748861.0,621.61,621.87
574,2750353.0,2750943.0,622.59,622.87
575,2750945.0,2751256.0,622.871,623.04
576,2751256.0,2752772.0,623.04,623.7719148936172
